晶片號碼,遺失地點是否具體,是否包含毛色特徵,是否有清楚的特徵描述,遺失時間是否明確,資料是否適合公告,建議補充哪些資訊以增加協尋成功率,是否有附圖片
900073000389583,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
900219000064955,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
900073000714757,是,是,是,是,是,無,是
900138001283372,是,是,是,是,是,請補充個性特徵,是
900250000601820,是,是,是,是,是,無,是
515000001933136,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900073000748363,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900005761117932,是,是,是,是,是,請補充個性特徵,是
900073000841345,是,是,是,是,是,請補充個性特徵,是
900073000116436,是,是,是,是,是,請補充個性特徵,是
900073000494842,是,是,是,是,是,無,是
900073000910887,是,是,否,是,是,請補充清楚特徵與個性特徵,是
990000002289496,是,是,是,是,是,請補充個性特徵,是
700000001001864,是,是,是,是,是,請補充個性特徵,是
900073000318094,是,是,否,是,是,請補充清楚特徵與個性特徵,是
992007300003882,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
900073000394470,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
990000000017805,是,是,否,是,是,請補充清楚特徵與個性特徵,是
992007300005546,是,是,是,是,是,無,是
900263001020253,是,是,是,是,是,無,是
990000001397586,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
990000001397585,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
990000003237779,是,是,是,是,是,請補充個性特徵,是
992007300059344,是,是,否,是,是,請補充清楚特徵與個性特徵,是
992007300170341,是,是,是,是,是,請補充個性特徵,是
900073000751015,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900138001326820,是,是,是,是,是,請補充個性特徵,是
900138000634791,是,是,是,是,是,無,是
900263000227691,是,是,是,是,是,請補充個性特徵,是
900073000263274,是,是,是,是,是,無,是
953010100499824,是,是,是,是,是,請補充個性特徵,是
981020000510170,是,是,否,是,是,請補充清楚特徵與個性特徵,是
992007300152195,是,是,是,是,是,請補充個性特徵,是
900073000856507,是,是,是,是,是,請補充個性特徵,是
900073000102498,是,否,否,是,false,請補充毛色、外觀、清楚特徵與個性特徵,是
900073000589720,是,是,是,是,是,請補充個性特徵,是
900201708819161,是,是,否,是,是,請補充清楚特徵與個性特徵、個性,是
990000003674093,是,是,是,是,是,無,是
900073000389853,是,是,是,是,是,請補充個性特徵,是
900250000731850,是,是,是,是,是,請補充更詳細的走失地點,是
900138001317836,是,是,是,是,是,請補充個性特徵,是
990000003263059,是,是,是,是,是,請補充個性特徵,是
900138001329468,是,是,是,是,是,無,是
900073000830657,是,是,是,是,是,請補充個性特徵,是
990002000025195,是,是,是,是,是,無,是
900073000382997,是,是,否,是,是,請補充清楚特徵與個性特徵,是
992007300132576,是,是,是,是,是,請補充走失地點,是
992007300132567,是,是,是,是,是,請補充個性特徵,是
992007300074179,是,是,否,是,是,請補充清楚特徵與個性特徵,是
992007300125624,是,是,是,是,是,請補充個性特徵,是
900073000671550,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
900138001254698,是,是,是,是,是,請補充品種,是
990000000509631,是,是,是,是,是,請補充個性特徵,是
900073000245329,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900073000064917,是,是,是,是,是,請補充走失地點的詳細資訊,是
992007300204684,是,是,是,是,是,請補充詳細的寵物特徵,是
953010007681736,是,是,是,是,是,請補充更詳細的走失地點、寵物品種,是
900022201900549,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
900073000318378,是,是,是,是,是,請補充品種、寵物名子,是
900073000573513,是,是,是,是,是,請補充更詳細的走失地點與寵物品種,是
900073000258068,是,是,是,是,是,請補充更詳細的走失地點,是
992007300104867,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
990000000049913,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
900073000552263,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
990000000030221,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
990000001979817,是,是,是,是,是,請補充寵物品種,是
945000009050584,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900138001159795,是,是,是,是,是,請補充寵物名子,是
992007300056810,是,是,否,是,是,請補充清楚特徵與個性特徵,是
990002000025193,是,是,是,是,是,請補充寵物品種,是
900250000603114,是,是,是,是,是,請補充品種，寵物名子,是
900250000601802,是,是,是,是,是,無,是
900073000325364,是,是,否,是,是,請補充清楚特徵與個性特徵,是
900215005350750,是,是,否,是,是,請補充清楚特徵與個性特徵,是
990002000076862,是,是,是,是,是,請補充寵物名子,是
900073000801079,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
900073000594250,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
900215000947970,否,否,否,是,否,請補充遺失地點、毛色、外觀、清楚特徵與個性特徵,是
900073000833844,是,否,否,是,否,請補充毛色、外觀、清楚特徵與個性特徵,是
900073000374947,是,是,是,是,是,請補充寵物品種,是
